"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T"
"  1017 Jacqueline (A924 CH)",2.605,0.0778,7.93,118.94,68.10,2.402,2.81,4.2,34174,0,3841,,,11.12,40.152,,0.052,7.87,,,,,C,
"  1020 Arcadia (A924 EU)",2.79,0.0433,4.06,180.67,36.45,2.670,2.91,4.66,35738,0,3454,,,12.17,10.067,,0.150,17.02,,,,,S,
"  1021 Flammario (A924 EW)",2.739,0.2849,15.86,115.44,286.60,1.959,3.52,4.53,35259,0,3302,,,9.12,100.765,,0.045,12.16,,0.656,0.230,,B,F
"  1022 Olympiada (A924 MB)",2.806,0.1737,21.05,111.96,124.74,2.319,3.29,4.7,40722,0,3272,,,10.29,34.297,,0.125,3.822,,,,,X,
"  1024 Hale (A923 YO13)",2.869,0.2215,16.07,58.81,308.00,2.234,3.51,4.86,34002,0,3705,,,10.86,43.274,,0.045,16,,,,,Ch,
"  1025 Riema (A923 PG)",1.979,0.0396,26.87,163.36,349.58,1.901,2.06,2.78,35945,0,3247,,,12.52,4.605,,1.000,3.588,,0.714,0.294,,Xe,E
"  1032 Pafuri (A924 KE)",3.13,0.1417,9.48,76.31,189.02,2.686,3.57,5.54,38318,0,3808,,,10.13,65.658,,0.042,33.39,,,,,X,
"  1034 Mozartia (A924 RK)",2.292,0.2637,3.97,304.48,18.83,1.688,2.90,3.47,35548,0,3585,,,12.20,7.919,,0.250,,,,,,S,
"  1039 Sonneberga (A924 WP)",2.68,0.0610,4.55,221.66,326.52,2.517,2.84,4.39,35476,0,3516,,,11.52,33.853,,0.053,34.2,,,,,X,
"  1041 Asta (1925 FA)",3.073,0.1449,13.93,59.98,344.14,2.627,3.52,5.39,42089,0,3455,,,10.18,60.571,,0.047,7.978,,,,,C,
"  1045 Michela (A924 WN)",2.36,0.1587,0.26,267.47,166.82,1.985,2.73,3.63,24855,0,3468,,,13.11,6.104,,0.328,2.701,,,,,S,
"  1046 Edwin (A924 XF)",2.985,0.0606,7.91,10.48,48.71,2.804,3.17,5.16,34999,0,3203,,,10.79,29.084,,0.201,5.2906,,,,,Xe,
"  1048 Feodosia (A924 WQ)",2.732,0.1800,15.81,52.75,183.61,2.240,3.22,4.51,35357,0,3288,,,9.74,62.218,,0.057,10.46,,0.709,0.309,,Ch,XC
"  1052 Belgica (1925 VD)",2.236,0.1438,4.70,99.57,297.68,1.915,2.56,3.34,41306,0,3404,,,11.97,9.785,,0.301,2.7097,,0.900,0.540,,S,S
"  1055 Tynka (1925 WG)",2.199,0.2080,5.28,147.12,176.67,1.741,2.66,3.26,43580,0,3685,,,12.07,13.479,,0.169,5.98,,,,,S,S
"  1056 Azalea (A924 CE)",2.23,0.1782,5.43,104.13,212.58,1.832,2.63,3.33,35632,0,3803,,,11.72,11.869,,0.292,11.893,,,,,S,
"  1058 Grubba (1925 MA)",2.197,0.1873,3.69,221.71,94.47,1.785,2.61,3.26,42061,0,3417,,,11.72,10.920,,0.201,46.3,,0.880,0.500,,S,S
"  1069 Planckia (1927 BC)",3.129,0.1096,13.56,142.36,31.30,2.786,3.47,5.54,34680,0,3760,,,9.43,35.657,,0.219,8.665,,,,,S,
"  1071 Brita (A924 ER)",2.801,0.1105,5.36,52.48,29.17,2.491,3.11,4.69,40851,0,3329,,,10.44,60.862,,0.036,5.8169,,,,,Xk,
"  1076 Viola (1926 TE)",2.473,0.1465,3.32,143.60,304.48,2.111,2.84,3.89,34819,0,3386,,,12.27,22.298,,0.041,7.336,,0.629,0.250,,C,F
"  1086 Nata (1927 QL)",3.161,0.0537,8.36,313.22,157.52,2.991,3.33,5.62,44077,0,3223,,,9.59,66.27,,0.0767,18.061,,,,,Ch,
"  1088 Mitaka (1927 WA)",2.202,0.1961,7.65,54.47,319.57,1.770,2.63,3.27,33776,0,3161,,,11.38,15.137,,0.173,3.0361,,0.947,0.594,,S,S
"  1094 Siberia (1926 CB)",2.548,0.1313,14.03,149.11,310.08,2.213,2.88,4.07,31604,0,3547,,,11.72,17.869,,0.127,21.15,,,,,Xk,
"  1098 Hakone (1928 RJ)",2.688,0.1161,13.39,328.90,81.18,2.376,3.00,4.41,42093,0,3358,,,10.52,26.684,,0.206,7.142,,,,,Xe,
"  1102 Pepita (1928 VA)",3.07,0.1108,15.83,216.55,117.54,2.730,3.41,5.38,33150,0,3314,,,9.41,36.632,,0.229,5.1054,,0.724,0.424,,S,C
"  1103 Sequoia (1928 VB)",1.933,0.0946,17.90,267.63,77.98,1.750,2.12,2.69,33834,0,2783,,,12.14,6.692,,0.384,3.03784,,0.731,0.242,,Xk,E
"  1104 Syringa (1928 XA)",2.632,0.3432,6.44,128.65,277.22,1.728,3.53,4.27,33942,0,2944,,,12.40,23.244,,0.033,5.1547,,,,,Xk,
"  1106 Cydonia (1929 CW)",2.596,0.1256,13.06,328.24,230.16,2.270,2.92,4.18,33766,0,3403,,,11.81,12.140,,0.241,2.679,,,,,S,
"  1107 Lictoria (1929 FB)",3.184,0.1231,7.07,110.84,350.97,2.792,3.58,5.68,40927,0,3638,,,9.55,79.079,,0.066,8.5616,,,,,Xc,
"  1110 Jaroslawa (1928 PD)",2.218,0.2414,5.85,241.72,78.55,1.683,2.75,3.3,34121,0,3646,,,11.51,12.306,,0.237,97.4,,,,,S,
"  1114 Lorraine (1928 WA)",3.095,0.0716,10.72,195.32,207.58,2.873,3.32,5.44,42081,0,3762,,,10.09,75.631,,0.031,20.71,,,,,Xc,
"  1126 Otero (1929 AC)",2.272,0.1478,6.50,0.99,136.27,1.936,2.61,3.42,34978,0,3360,,,11.94,10.974,,0.432,3.64808,,,,,A,
"  1128 Astrid (1929 EB)",2.788,0.0445,1.01,59.43,234.40,2.664,2.91,4.66,37137,0,4224,,,10.93,41.851,,0.031,10.228,,,,,C,
"  1135 Colchis (1929 TA)",2.666,0.1144,4.54,350.62,3.33,2.361,2.97,4.35,33706,0,3687,,,10.62,50.592,,0.057,23.47,,,,,Xk,
"  1140 Crimea (1929 YC)",2.772,0.1103,14.12,72.08,310.07,2.466,3.08,4.62,31747,0,3179,,,9.82,29.179,,0.160,9.77,,0.916,,,S,S
"  1147 Stavropolis (1929 LF)",2.271,0.2318,3.88,265.18,15.90,1.745,2.80,3.42,33702,0,3581,,,11.55,13.430,,0.155,5.6607,,,,,S,
"  1148 Rarahu (1929 NA)",3.019,0.1085,10.83,145.37,175.77,2.691,3.35,5.24,33784,0,3722,,,10.22,27.512,,0.064,6.5447,,0.868,0.444,,K,S
"  1152 Pawona (1930 AD)",2.426,0.0413,5.08,331.83,217.19,2.326,2.53,3.78,35365,0,3384,,,11.18,17.130,,0.203,3.4154,,,,,Sl,
"  1155 Aenna (1928 BD)",2.464,0.1637,6.59,39.10,195.57,2.060,2.87,3.87,34177,0,4130,,,12.02,9.284,,0.356,8.07,,,,,Xe,
"  1176 Lucidor (1930 VE)",2.691,0.1436,6.65,272.22,155.85,2.304,3.08,4.41,33196,0,3249,,,11.46,17.489,,0.031,4.0791,,,,,C,
"  1181 Lilith (1927 CQ)",2.664,0.1932,5.59,260.59,156.29,2.150,3.18,4.35,33262,0,2859,,,11.31,20.492,,0.106,15.033,,,,,X,
"  1185 Nikko (1927 WC)",2.238,0.1049,5.70,71.87,2.49,2.003,2.47,3.35,33352,0,3663,,,11.99,8.347,,0.370,3.79,,0.923,0.514,,S,S
"  1186 Turnera (1929 PL)",3.023,0.1011,10.75,42.96,296.26,2.717,3.33,5.26,33765,0,3895,,,9.88,34.290,,0.240,12.085,,0.790,0.430,,Sq,S
"  1187 Afra (1929 XC)",2.639,0.2233,10.70,327.16,74.90,2.050,3.23,4.29,33474,0,2957,,,11.57,32.348,,0.051,14.0701,,,,,X,
"  1188 Gothlandia (1930 SB)",2.19,0.1802,4.82,5.41,6.96,1.796,2.59,3.24,33322,0,3408,,,11.61,12.670,,0.273,3.4916,,,,,S,
"  1189 Terentia (1930 SG)",2.931,0.1119,9.87,275.19,95.41,2.603,3.26,5.02,38805,0,4212,,,10.01,59.246,,0.042,19.308,,,,,Ch,
"  1196 Sheba (1931 KE)",2.652,0.1801,17.67,100.74,262.69,2.175,3.13,4.32,40184,0,3680,,,10.26,25.274,,0.218,6.319,,,,,X,
"  1201 Strenua (1931 RK)",2.699,0.0388,7.00,203.06,166.11,2.594,2.80,4.43,41923,0,3580,,,11.46,35.825,,0.037,14.775,,,,,Xc,
"  1212 Francette (1931 XC)",3.948,0.1898,7.59,149.56,348.16,3.198,4.70,7.84,32826,0,3503,,,9.63,76.387,,0.046,32.78,,0.693,0.215,,X,P
"  1214 Richilde (1932 AA)",2.712,0.1171,9.84,285.84,32.73,2.394,3.03,4.47,33351,0,3372,,,11.21,36.668,,0.048,9.86,,,,,Xk,
"  1222 Tina (1932 LA)",2.793,0.2504,19.59,245.75,59.86,2.094,3.49,4.67,32721,0,3269,,,11.29,25.781,,0.202,13.395,,,,,X,
"  1228 Scabiosa (1931 TU)",2.768,0.0414,3.28,307.90,208.14,2.653,2.88,4.61,32982,0,3995,,,11.56,14.685,,0.249,22.71,,,,,S,
"  1234 Elyna (1931 UF)",3.015,0.0869,8.53,304.35,90.22,2.753,3.28,5.23,32957,0,3505,,,10.87,22.876,,0.162,5.4221,,,,,K,
"  1248 Jugurtha (1932 RO)",2.723,0.0161,9.13,79.36,341.78,2.679,2.77,4.49,43823,0,3432,,,9.95,28.468,,0.282,12.91,,,,,S,
"  1251 Hedera (1933 BE)",2.716,0.1566,6.05,140.61,216.89,2.291,3.14,4.48,39055,0,3688,,,10.85,13.239,,0.636,19.9,,0.689,0.233,,X,E
"  1252 Celestia (1933 DG)",2.695,0.2068,33.84,140.89,63.50,2.138,3.25,4.43,32454,0,2859,,,10.81,19.037,,0.215,10.636,,0.890,0.425,,S,S
"  1262 Sniadeckia (1933 FE)",3.003,0.0044,13.13,124.27,161.91,2.990,3.02,5.2,41937,0,3911,,,10.33,71.011,,0.028,17.57,,0.740,0.380,,C,
"  1263 Varsavia (1933 FF)",2.665,0.1884,29.27,158.47,287.14,2.163,3.17,4.35,32389,0,3411,,,10.30,49.29,,0.0459,7.1639,,0.727,0.321,,Xc,X
"  1264 Letaba (1933 HG)",2.866,0.1562,24.95,234.97,31.75,2.419,3.31,4.85,32405,0,3122,,,9.72,66.040,,0.041,32.74,,,,,C,
"  1271 Isergina (1931 TN)",3.141,0.1208,6.68,126.84,271.99,2.761,3.52,5.57,42272,0,3869,,,10.43,47.524,,0.031,7.59932,,,,,C,
"  1272 Gefion (1931 TZ1)",2.786,0.1504,8.42,321.41,4.00,2.367,3.20,4.65,38093,0,2481,,,13.02,6.965,,0.252,3.086,,,,,Sl,
"  1277 Dolores (1933 HA)",2.7,0.2372,6.97,247.01,47.31,2.059,3.34,4.44,32363,0,3675,,,11.26,32.587,,0.063,12.676,,0.730,0.378,,Cb,C
"  1278 Kenya (1933 LA)",2.405,0.2629,10.85,90.27,238.62,1.773,3.04,3.73,42766,0,3508,,,10.86,19.361,,0.195,188,,,,,S,
"  1284 Latvia (1933 OP)",2.645,0.1719,10.89,302.71,115.38,2.190,3.10,4.3,32129,0,3188,,,10.28,41.128,,0.069,9.55,,0.768,0.353,,L,T
"  1294 Antwerpia (1933 UB1)",2.687,0.2318,8.72,81.09,312.95,2.065,3.31,4.41,38285,0,3052,,,10.74,37.199,,0.117,6.63,,,,,C,
"  1300 Marcelle (1934 CL)",2.782,0.0066,9.55,82.91,350.18,2.764,2.80,4.64,32112,0,3307,,,11.50,28.194,,0.031,12,,,,,Cg,
"  1301 Yvonne (1934 EA)",2.767,0.2704,34.04,161.50,302.11,2.019,3.51,4.6,32110,0,2917,,,11.43,21.438,,0.111,7.32,,,,,C,
"  1304 Arosa (1928 KC)",3.197,0.1206,18.96,86.42,148.09,2.811,3.58,5.72,41296,0,2979,,,9.24,43.613,,0.337,7.7478,,,,,X,
"  1323 Tugela (1934 LD)",3.237,0.1478,18.78,44.95,137.76,2.759,3.72,5.83,41326,0,3161,,,9.98,78.295,,0.018,19.5,,,,,Xc,
"  1324 Knysna (1934 LL)",2.185,0.1636,4.52,304.34,330.30,1.828,2.54,3.23,31899,0,2988,,,13.03,6.456,,0.321,2.5538,,,,,Sq,
"  1327 Namaqua (1934 RT)",2.78,0.1611,5.82,57.75,270.18,2.332,3.23,4.64,31789,0,3350,,,12.18,22.318,,0.027,,,,,,X,
"  1329 Eliane (1933 FL)",2.618,0.1724,14.47,132.00,165.01,2.166,3.07,4.24,32435,0,3649,,,10.87,19.467,,0.149,137.8,,0.873,0.443,,S,S
"  1331 Solvejg (1933 QS)",3.097,0.1905,3.10,121.33,184.53,2.507,3.69,5.45,34994,0,4028,,,10.63,36.824,,0.121,19.33,,0.640,0.350,,B,BC:
"  1332 Marconia (1934 AA)",3.06,0.1332,2.46,13.62,348.96,2.653,3.47,5.35,42314,0,3901,,,10.64,46.796,,0.063,19.16,,,,,Ld,
"  1336 Zeelandia (1934 RW)",2.849,0.0643,3.20,97.40,217.66,2.666,3.03,4.81,42444,0,3592,,,10.67,21.441,,0.232,15.602,,0.810,0.366,,S,S
"  1343 Nicole (1935 FC)",2.569,0.1132,6.03,41.22,234.52,2.278,2.86,4.12,31720,0,3553,,,11.12,23.793,,0.136,14.76,,,,,C,
"  1348 Michel (1933 FD)",2.793,0.1377,6.59,87.53,17.95,2.408,3.18,4.67,41297,0,3169,,,11.07,16.290,,0.265,8.095,,,,,Sl,
"  1350 Rosselia (1934 TA)",2.857,0.0865,2.94,139.47,237.04,2.610,3.10,4.83,33705,0,3631,,,10.73,20.822,,0.199,8.14,,0.854,0.373,,Sa,S
"  1351 Uzbekistania (1934 TF)",3.197,0.0684,9.64,9.32,64.18,2.978,3.42,5.72,38094,0,3463,,,9.99,60.010,,0.035,73.9,,,,,Xk,
"  1352 Wawel (1935 CE)",2.777,0.0635,3.76,185.95,212.31,2.601,2.95,4.63,31752,0,3656,,,11.24,19.979,,0.149,16.97,,,,,X,
"  1360 Tarka (1935 OD)",2.633,0.2147,22.84,331.39,287.91,2.068,3.20,4.27,31585,0,3054,,,11.58,33.316,,0.030,8.87,,,,,Ch,
"  1372 Haremari (1935 QK)",2.765,0.1489,16.45,327.44,88.09,2.353,3.18,4.6,34189,0,2583,,,11.21,26.491,,0.039,15.25,,,,,L,
"  1373 Cincinnati (1935 QN)",3.418,0.3151,38.94,297.47,99.03,2.341,4.50,6.32,30959,0,2203,,,11.54,19.448,,0.155,5.2834,,,,,Xk,
"  1385 Gelria (1935 MJ)",2.74,0.1080,6.92,114.93,260.51,2.444,3.04,4.53,32450,0,3597,,,10.88,19.526,,0.149,4.62384,,,,,S,
"  1386 Storeria (1935 PA)",2.365,0.2866,11.82,161.46,153.06,1.687,3.04,3.64,31600,0,2618,,,13.46,10.614,,0.061,8.67,,,,,Ch,
"  1403 Idelsonia (1936 QA)",2.717,0.2951,10.18,156.97,192.29,1.915,3.52,4.48,31187,0,3410,,,11.63,26.531,,0.072,5.458,,,,,Cgh,
"  1406 Komppa (1936 RF)",2.697,0.0966,12.43,333.05,86.25,2.436,2.96,4.43,30658,0,3083,,,11.45,24.243,,0.173,3.508,,,,,Ld,
"  1407 Lindelof (1936 WC)",2.762,0.2836,5.82,268.34,111.27,1.979,3.55,4.59,42578,0,3327,,,10.98,20.310,,0.187,31.151,,,,,X,
"  1414 Jerome (1937 CE)",2.784,0.1606,8.86,143.74,2.30,2.337,3.23,4.64,30852,0,3112,,,13.14,15.105,,0.054,,,,,,Ch,
"  1420 Radcliffe (1931 RJ)",2.748,0.0772,3.49,260.89,74.30,2.536,2.96,4.56,32887,0,3735,,,12.08,20.524,,0.047,4.792,,,,,X,
"  1423 Jose (1936 QM)",2.859,0.0808,2.91,58.45,321.66,2.628,3.09,4.83,42239,0,3635,,,10.97,19.580,,0.338,12.307,,,,,S,
"  1424 Sundmania (1937 AJ)",3.19,0.0566,9.16,42.91,303.49,3.009,3.37,5.7,37670,0,4000,,,9.97,64.691,,0.030,93.73,,,,,X,
"  1427 Ruvuma (1937 KB)",2.751,0.2109,9.34,78.43,241.63,2.170,3.33,4.56,33648,0,3562,,,11.27,35.406,,0.034,4.797,,,,,C,
"  1428 Mombasa (1937 NO)",2.809,0.1416,17.31,115.71,252.48,2.411,3.21,4.71,32096,0,3482,,,10.35,52.464,,0.038,16.67,,,,,Xc,
"  1433 Geramtina (1937 UC)",2.797,0.1674,8.25,321.44,94.39,2.329,3.27,4.68,30749,0,2826,,,11.67,12.687,,0.251,214.479,,,,,S,
"  1458 Mineura (1937 RC)",2.626,0.1796,12.54,181.63,100.27,2.154,3.10,4.26,30679,0,3542,,,11.38,17.19,,0.1502,36,,,,,S,
"  1471 Tornio (1938 SL1)",2.716,0.1192,13.61,321.93,93.87,2.392,3.04,4.48,33034,0,3232,,,11.15,28.719,,0.085,6.6,,,,,T,
"  1480 Aunus (1938 DK)",2.202,0.1086,4.86,63.59,65.53,1.963,2.44,3.27,29594,0,3200,,,13.20,6.385,,0.257,5.16,,,,,S,
"  1483 Hakoila (1938 DJ1)",2.715,0.1798,4.49,71.78,88.50,2.227,3.20,4.47,24490,0,3309,,,11.96,10.633,,0.237,239.1,,,,,Sq,
"  1484 Postrema (1938 HC)",2.737,0.2059,17.29,72.62,126.97,2.173,3.30,4.53,32469,0,2873,,,10.98,40.871,,0.015,12.1923,,,,,B,
"  1490 Limpopo (1936 LB)",2.353,0.1545,10.02,254.25,90.81,1.990,2.72,3.61,33232,0,2660,,,12.16,14.844,,0.068,6.647,,,,,Xc,
"  1493 Sigrid (1938 QB)",2.43,0.2019,2.58,330.56,1.63,1.939,2.92,3.79,41287,0,3589,,,12.17,28.905,,0.034,43.296,,0.643,0.225,,Xc,F
"  1494 Savo (1938 SJ)",2.19,0.1313,2.46,194.99,184.74,1.902,2.48,3.24,30260,0,3424,,,12.36,7.804,,0.349,5.35011,,,,,Sa,
"  1502 Arenda (1938 WB)",2.731,0.0887,4.10,204.33,273.80,2.489,2.97,4.51,42080,0,3902,,,11.54,35.518,,0.034,45.8,,,,,Xc,
"  1510 Charlois (1939 DC)",2.672,0.1491,11.83,331.37,165.06,2.274,3.07,4.37,30274,0,3041,,,11.59,24.507,,0.118,5.866,,,,,C,
"  1517 Beograd (1938 FD)",2.716,0.0445,5.27,63.85,229.57,2.596,2.84,4.48,32927,0,3612,,,11.24,39.524,,0.050,6.943,,,,,X,
"  1520 Imatra (1938 UY)",3.111,0.0949,15.27,253.30,119.03,2.815,3.41,5.49,30397,0,3370,,,10.47,53.435,,0.062,18.635,,,,,C,
"  1534 Nasi (1939 BK)",2.728,0.2518,9.79,62.13,42.58,2.041,3.41,4.51,35342,0,3291,,,11.90,22.12,,0.0754,7.94,,,,,Cgh,
"  1539 Borrelly (1940 UB)",3.143,0.1912,1.73,142.97,250.35,2.542,3.74,5.57,35938,0,3567,,,11.27,26.791,,0.142,15.922,,,,,B,
"  1541 Estonia (1939 CK)",2.769,0.0694,4.87,1.37,191.32,2.577,2.96,4.61,9257,0,3521,,,11.44,22.000,,0.140,10.1,,,,,Xc,
"  1542 Schalen (1941 QE)",3.091,0.1174,2.77,211.64,163.83,2.728,3.45,5.43,44850,0,4089,,,10.63,42.374,,0.068,7.516,,,,,D,
"  1545 Thernoe (1941 UW)",2.77,0.2381,2.95,51.79,90.23,2.110,3.43,4.61,42115,0,3314,,,11.88,18.656,,0.097,17.2,,,,,K,
"  1548 Palomaa (1935 FK)",2.786,0.0813,16.56,116.91,87.98,2.559,3.01,4.65,26582,0,2868,,,11.67,30.761,,0.045,7.4961,,,,,Xk,
"  1549 Mikko (1937 GA)",2.232,0.0836,5.55,85.26,6.18,2.045,2.42,3.33,27279,0,4182,,,12.39,10.376,,0.359,8.74,,,,,S,
"  1550 Tito (1937 WD)",2.542,0.3144,8.88,64.48,311.18,1.743,3.34,4.05,30565,0,4942,,,11.97,11.391,,0.257,54.2,,,,,S,
"  1553 Bauersfelda (1940 AD)",2.911,0.0981,3.23,110.95,21.28,2.625,3.20,4.97,29900,0,2927,,,11.63,13.772,,0.249,51.191,,,,,S,
"  1560 Strattonia (1942 XB)",2.684,0.2121,6.28,289.10,94.32,2.115,3.25,4.4,28891,0,2895,,,11.61,23.825,,0.081,18.423,,,,,C,
"  1562 Gondolatsch (1943 EE)",2.226,0.0789,4.89,129.47,83.09,2.050,2.40,3.32,35060,0,3642,,,12.01,9.587,,0.366,8.78,,,,,S,
"  1563 Noel (1943 EG)",2.191,0.0855,5.98,53.64,115.97,2.004,2.38,3.24,33419,0,3125,,,12.51,7.234,,0.370,3.5495,,,,,Sa,
"  1567 Alikoski (1941 HN)",3.211,0.0823,17.28,51.43,110.41,2.947,3.48,5.75,30424,0,3215,,,9.79,69.242,,0.059,16.3744,,0.720,,,C,PU
"  1587 Kahrstedt (1933 FS1)",2.544,0.1547,7.83,357.36,98.40,2.151,2.94,4.06,32434,0,4051,,,11.41,15.444,,0.216,7.971,,,,,Sa,
"  1592 Mathieu (1951 LA)",2.765,0.3055,13.54,106.13,177.97,1.920,3.61,4.6,25790,0,3000,,,12.07,13.855,,0.211,28.528,,,,,X,
"  1594 Danjon (1949 WA)",2.269,0.1953,8.94,69.40,222.16,1.826,2.71,3.42,33123,0,3659,,,11.96,10.545,,0.262,121.6,,,,,S,
"  1600 Vyssotsky (1947 UC)",1.849,0.0377,21.17,60.58,50.76,1.779,1.92,2.51,27121,0,3056,,,12.71,7.413,,0.321,3.2011,,,,,A,
"  1601 Patry (1942 KA)",2.234,0.1291,4.94,74.66,196.62,1.946,2.52,3.34,29091,0,3140,,,12.42,7.548,,0.366,5.92,,0.952,0.493,,Sl,S
"  1603 Neva (1926 VH)",2.756,0.0956,8.56,130.00,256.30,2.493,3.02,4.58,41743,0,3217,,,10.97,39.564,,0.050,6.426,,,,,Ch,
"  1604 Tombaugh (1931 FH)",3.021,0.1030,9.40,309.08,38.20,2.710,3.33,5.25,37058,0,3142,,,10.53,32.33,,0.1038,7.24,,0.751,0.373,,Xc,XSCU
"  1613 Smiley (1950 SD)",2.734,0.2613,7.99,320.78,126.85,2.020,3.45,4.52,33821,0,2687,,,11.76,18.224,,0.068,80.61,,,,,Cgh,
"  1618 Dawn (1948 NF)",2.873,0.0295,3.22,102.90,182.83,2.788,2.96,4.87,34643,0,3522,,,11.23,17.495,,0.145,43.64,,,,,S,
"  1629 Pecker (1952 DB)",2.238,0.1551,9.70,132.69,106.59,1.891,2.59,3.35,26583,0,3376,,,12.48,8.536,,0.256,8.2166,,,,,S,
"  1634 Ndola (1935 QP)",2.246,0.1615,7.60,90.72,191.02,1.884,2.61,3.37,34208,0,2877,,,12.85,9.035,,0.179,64.23,,,,,S,
"  1635 Bohrmann (A924 EV)",2.853,0.0586,1.82,184.33,136.71,2.685,3.02,4.82,35631,0,4676,,,11.08,17.127,,0.219,5.864,,,,,S,
"  1638 Ruanda (A912 HJ)",2.749,0.1875,0.29,200.52,86.64,2.234,3.26,4.56,31499,0,3966,,,11.69,19.094,,0.122,4.2397,,,,,X,
"  1642 Hill (1951 RU)",2.752,0.0671,10.80,339.04,149.47,2.568,2.94,4.57,41563,0,3590,,,10.84,16.240,,0.351,6.056,,,,,S,
"  1653 Yakhontovia (1937 RA)",2.611,0.3232,4.07,303.98,88.65,1.768,3.46,4.22,42678,0,3357,,,11.70,9.010,,0.599,15.41,,,,,X,
"  1655 Comas Sola (1929 WG)",2.785,0.2315,9.58,111.08,323.45,2.141,3.43,4.65,43894,0,3401,,,11.17,35.943,,0.045,20.456,,0.642,0.262,,B,XFU
"  1659 Punkaharju (1940 YL)",2.783,0.2601,16.43,338.21,36.43,2.059,3.51,4.64,33389,0,3245,,,9.94,28.010,,0.271,5.01,,,,,S,
"  1660 Wood (1953 GA)",2.397,0.3002,20.58,212.69,277.12,1.678,3.12,3.71,33103,0,3500,,,11.72,11.342,,0.239,6.809,,,,,S,
"  1662 Hoffmann (A923 RB)",2.742,0.1733,4.23,330.53,63.72,2.267,3.22,4.54,35755,0,3588,,,11.75,12.409,,0.258,8.784,,,,,Sr,
"  1664 Felix (1929 CD)",2.338,0.2258,6.12,43.99,107.68,1.810,2.87,3.57,33943,0,3110,,,12.63,8.424,,0.382,3.3454,,,,,S,
"  1667 Pels (1930 SY)",2.189,0.1563,4.62,80.84,195.97,1.847,2.53,3.24,33352,0,3661,,,12.00,8.998,,0.455,3.268,,,,,Sa,
"  1680 Per Brahe (1942 CH)",2.724,0.1822,4.26,83.34,158.31,2.228,3.22,4.5,43713,0,3779,,,11.16,13.960,,0.300,3.428,,,,,S,
"  1692 Subbotina (1936 QD)",2.787,0.1373,2.43,199.58,111.76,2.404,3.17,4.65,33524,0,3887,,,11.38,36.075,,0.049,9.2457,,,,,Cg,
"  1695 Walbeck (1941 UO)",2.785,0.2893,16.68,218.39,139.40,1.980,3.59,4.65,29308,0,2903,,,12.63,18.953,,0.042,5.1607,,,,,Cg,
"  1702 Kalahari (A924 NC)",2.856,0.1434,9.96,103.85,241.31,2.447,3.27,4.83,26853,0,3774,,,11.15,34.645,,0.065,21.153,,0.735,0.270,,L,D
"  1705 Tapio (1941 SL1)",2.299,0.2455,7.71,188.58,156.37,1.735,2.86,3.49,29327,0,3233,,,13.39,11.969,,0.089,54.8,,,,,B,
"  1706 Dieckvoss (1931 TS)",2.125,0.1151,1.88,279.69,339.23,1.881,2.37,3.1,32967,0,3530,,,13.11,6.111,,0.359,2.58944,,,,,S,
"  1715 Salli (1938 GK)",2.397,0.2414,11.47,38.90,209.19,1.819,2.98,3.71,30590,0,3280,,,12.30,24.165,,0.044,11.087,,,,,X,
"  1716 Peter (1934 GF)",2.738,0.0902,5.73,243.48,317.14,2.491,2.98,4.53,33440,0,3691,,,12.12,26.656,,0.044,11.514,,,,,C,
"  1724 Vladimir (1932 DC)",2.711,0.0580,12.23,163.99,297.37,2.554,2.87,4.46,32847,0,3701,,,11.45,38.476,,0.037,12.582,,0.693,0.259,,B,FBCU::
"  1726 Hoffmeister (1933 OE)",2.789,0.0439,3.48,230.90,69.55,2.667,2.91,4.66,35463,0,3256,,,12.35,25.250,,0.037,11.706,,,,,Cb,
"  1729 Beryl (1963 SL)",2.23,0.1002,2.44,9.02,262.21,2.006,2.45,3.33,32255,0,3752,,,12.51,9.037,,0.246,4.8888,,,,,S,
"  1730 Marceline (1936 UA)",2.786,0.2228,9.49,171.14,226.59,2.165,3.41,4.65,33013,0,3167,,,11.99,15.203,,0.192,3.837,,,,,Xe,
"  1734 Zhongolovich (1928 TJ)",2.778,0.2293,8.34,182.03,186.28,2.141,3.42,4.63,34046,0,3221,,,11.76,26.425,,0.051,7.171,,,,,Ch,
"  1738 Oosterhoff (1930 SP)",2.184,0.2027,4.88,44.08,284.35,1.741,2.63,3.23,34407,0,3615,,,12.55,7.887,,0.341,4.4486,,,,,S,
"  1751 Herget (1955 OC)",2.79,0.1726,8.12,240.20,130.65,2.308,3.27,4.66,24274,0,3013,,,12.00,10.929,,0.195,3.9397,,,,,S,
"  1766 Slipher (1962 RF)",2.749,0.0878,5.23,188.56,170.31,2.508,2.99,4.56,24905,0,3694,,,12.42,19.099,,0.058,7.677,,,,,C,
"  1768 Appenzella (1965 SA)",2.449,0.1799,3.26,12.35,20.11,2.009,2.89,3.83,28818,0,3166,,,12.66,20.221,,0.032,5.1839,,0.615,0.230,,C,F
"  1777 Gehrels (4007 P-L)",2.627,0.0189,3.15,334.54,134.23,2.577,2.68,4.26,42448,0,3807,,,11.60,11.860,,0.244,2.83552,,,,,Sq,
